application_id,is_oss,gas_fees,transaction_count,trusted_transaction_count,trusted_transaction_share,trusted_users_onboarded,daily_active_addresses,trusted_daily_active_users,monthly_active_addresses,trusted_monthly_active_users,recurring_addresses,trusted_recurring_users,power_user_addresses,openrank_trusted_users_count,log_gas_fees,log_transaction_count,log_trusted_transaction_count
xrVlmpUDMCyt505oOZXdr-iJPP6PhfL7O0CbIkikFxk=,False,0.1092337129,2520.0,1027.0,0.0,4.0,3.528688525,1.073770492,60.74074074,7.530864198,3.0,1.0,97.0,15.0,0.04502306061,3.401572846,3.011993115
SNdMHnnes04aSQQwpNdWT0uBt6VdKyT3Zog7miIsaK0=,False,3.75984454,153424.0,10172.0,0.066299927,61.0,236.9262295,15.24180328,3407.78,158.6419753,1092.0,101.0,2693.0,8.0,0.6775927686,5.185896132,4.007449044
lTrJShA8bLeyWUn-DHIuT_7591FZ7PXqXscO6gVX4N0=,False,5.31969536,346918.0,1346.0,0.003879879395,27.0,39.20081967,1.868852459,655.8024691,43.82716049,149.0,6.0,1066.0,31.0,0.8006961437,5.540228086,3.129367596
gHO2CKahfi2EMVYX6Q5B6ZvLcbnTaNrCwk1lniDsEDM=,True,0.1547769799,16468.0,1042.0,0.06327422881,3.0,31.82786885,2.43442623,463.9506173,43.58024691,512.0,37.0,851.0,8.0,0.06249811777,4.21666723,3.018284308
FauI5kYd6htIGa3oGEMrtDDHwGaNuhz8GtWWcNtTJjU=,False,1.321117491,25471.0,2692.0,0.1056888226,3.0,40.30737705,5.959016393,737.9012346,143.2098765,288.0,56.0,1777.0,25.0,0.3656971242,4.406063046,3.430236353
Cgc62fJkvkTHjwGZ0zupDxDV6wQme_4X8K5TTMCx-_Y=,True,49.74350467,634466.0,27532.0,0.04339397225,59.0,748.9016393,44.96721311,8469.01,430.9876543,3894.0,410.0,5737.0,68.0,1.705380459,5.802409038,4.439853535
PZA75rAKiN4P9poFNpkZYK-yrF1r3WgpEHmbvwPjbXk=,False,0.02580302111,2146.0,302.0,0.0,1.0,6.229508197,0.643442623,179.0123457,14.81481481,5.0,3.0,148.0,6.0,0.01106397378,3.331832044,2.481442629
pKrsAdCqXLx_igOIoEF994iMr63rG_l4_hKjYGAVXGs=,True,7.504059391,988806.0,85823.0,0.08679457851,1503.0,1594.43,245.7786885,36033.33,5035.19,21281.0,5757.0,33562.0,205.0,0.9296262846,5.995111532,4.933608752
ro3oEPTVu7T0ZmqejM9JEv3jHLqfLHZTDqJVagZm6HE=,True,6.855095853,38170.0,1056.0,0.02766570605,6.0,32.43442623,2.135245902,492.0987654,34.19753086,404.0,28.0,690.0,8.0,0.895151489,4.581733538,3.024074987
ECkZFb80o2ayE-_kp7gbOrOVY1hzQKOzp1edGfPLZHc=,False,0.7363863749,14895.0,26.0,0.0,1.0,8.450819672,0.0737704918,74.9382716,2.222222222,3.0,0.0,28.0,0.0,0.2396463694,4.173069664,1.431363764
0vxdfbwEGwn4il9c4oGyjno56OLaf-q61GARCJvMK0U=,False,0.6187225065,49234.0,6514.0,0.1323069424,106.0,99.25409836,11.97131148,2557.04,295.308642,176.0,31.0,3854.0,11.0,0.2091724051,4.692273942,3.81391442
